[texto1] [polícia=homem] [ser]
[apartamento] [de] [companheira]
[de] [companheira] [onde]
[companheira] [onde] [dormir]
[onde] [dormir] [em]
[dormir] [em] [bairro=são=sebastião]
[em] [bairro=são=sebastião] [zona=norte]
[bairro=são=sebastião] [zona=norte] [de]
[zona=norte] [de] [porto=alegre]
[de] [porto=alegre] [policial]
[porto=alegre] [policial] [reagir]
[policial] [reagir] [formiga]
[reagir] [formiga] [ser]
[formiga] [ser] [matar]
[ser] [matar] [com]
[matar] [com] [pelo=menos]
[com] [pelo=menos] [tiro]
[pelo=menos] [tiro] [de]
[tiro] [de] [policial]
[de] [policial] [levar]
[policial] [levar] [tiro]
[levar] [tiro] [de=raspão]
[tiro] [de=raspão] [em]
[de=raspão] [em] [braço=direito]
[em] [braço=direito] [avó]
[braço=direito] [avó] [de]
[avó] [de] [formiga]
[de] [formiga] [ser]
[formiga] [ser] [ferir]
[ser] [ferir] [em]
[ferir] [em] [braço]
[em] [braço] [esquerdo]
[braço] [esquerdo] [seguir]
[esquerdo] [seguir] [internado]
[seguir] [internado] [em]
[internado] [em] [hps]
[em] [hps] [suspeita]
[hps] [suspeita] [ser]
[suspeita] [ser] [de]
[ser] [de] [disparo]
[de] [disparo] [atingir]
[disparo] [atingir] [partir]
[atingir] [partir] [de]
[partir] [de] [arma]
[de] [arma] [de]
[arma] [de] [suspeito]
[de] [suspeito] [pistola]
[suspeito] [pistola] [apreender]
[pistola] [apreender] [em]
[apreender] [em] [ação]
[em] [ação] [em]
[ação] [em] [cueca]
[em] [cueca] [formiga]
[cueca] [formiga] [trazer]
[formiga] [trazer] [ainda]
[trazer] [ainda] [distintivo]
[ainda] [distintivo] [de]
[distintivo] [de] [polícia=civil]

[texto3] [guerra] [de]
[guerra] [de] [tráfico]
[de] [tráfico] [medo]
[tráfico] [medo] [comandar]
[medo] [comandar] [em]
[comandar] [em] [rua]
[em] [rua] [de]
[rua] [de] [maria=da=conceição=moradores]
[de] [maria=da=conceição=moradores] [de]
[maria=da=conceição=moradores] [de] [vila]
[de] [vila] [de]
[vila] [de] [bairro=partenon]
[de] [bairro=partenon] [em]
[bairro=partenon] [em] [capital]
[em] [capital] [estar]
[capital] [estar] [viver]
[estar] [viver] [sob]
[viver] [sob] [toque]
[sob] [toque] [de]
[toque] [de] [recolher]
[de] [recolher] [aline=custódio]
[recolher] [aline=custódio] [aline.custodio@diariogaucho.com.br]
[aline=custódio] [aline.custodio@diariogaucho.com.br] [assassinato]
[aline.custodio@diariogaucho.com.br] [assassinato] [ocorrer]
[assassinato] [ocorrer] [em]
[ocorrer] [em] [vila=maria=da=conceição]
[em] [vila=maria=da=conceição] [em]
[vila=maria=da=conceição] [em] [bairro=partenon]
[em] [bairro=partenon] [em]
[bairro=partenon] [em] [porto=alegre]
[em] [porto=alegre] [em=menos=de]
[porto=alegre] [em=menos=de] [hora]
[em=menos=de] [hora] [entre]
[hora] [entre] [dia]
[entre] [dia] [de]
[dia] [de] [maio]
[de] [maio] [fazer]
[maio] [fazer] [ressurgir]
[fazer] [ressurgir] [toque]
[ressurgir] [toque] [de]
[toque] [de] [recolher]
[de] [recolher] [entre]
[recolher] [entre] [mais=de]
[entre] [mais=de] [morador]
[mais=de] [morador] [de]
[morador] [de] [região]
[de] [região] [desde]
[região] [desde] [quinta-feira]
[desde] [quinta-feira] [de]
[quinta-feira] [de] [semana]
[de] [semana] [passado]
[semana] [passado] [pessoa]
[passado] [pessoa] [ter]
[pessoa] [ter] [evitar]
[ter] [evitar] [andar]
[evitar] [andar] [em]
[andar] [em] [rua]
[em] [rua] [de]
[rua] [de] [área]
[de] [área] [a=partir=de]
[área] [a=partir=de] [escola]
[a=partir=de] [escola] [creche]
[escola] [creche] [liberar]
[creche] [liberar] [aluno]
[liberar] [aluno] [mais]
[aluno] [mais] [cedo]
[mais] [cedo] [bm]
[cedo] [bm] [pedir]
[bm] [pedir] [calma]
[pedir] [calma] [a]
[calma] [a] [comunidade]
[a] [comunidade] [morador]
[comunidade] [morador] [dizer]
[morador] [dizer] [decisão]
[dizer] [decisão] [ter]
[decisão] [ter] [partir]
[ter] [partir] [de]
[partir] [de] [próprio]
[de] [próprio] [vizinhança]
[próprio] [vizinhança] [em]
[vizinhança] [em] [quinto]
[em] [quinto] [em]
[quinto] [em] [sexta-feira]
[em] [sexta-feira] [creche]
[sexta-feira] [creche] [entidade]
[creche] [entidade] [social]
[entidade] [social] [localizar]
[social] [localizar] [em]
[localizar] [em] [rua=mário=de=artagão]
[em] [rua=mário=de=artagão] [fechar]
[rua=mário=de=artagão] [fechar] [porta]
[fechar] [porta] [antes]
[porta] [antes] [de]
[antes] [de] [horário]
[de] [horário] [prever]
[horário] [prever] [com]
[prever] [com] [justificativa]
[com] [justificativa] [de]
[justificativa] [de] [temer]
[de] [temer] [tiroteio]
[temer] [tiroteio] [entre]
[tiroteio] [entre] [traficante]
[entre] [traficante] [já]
[traficante] [já] [em]
[já] [em] [escola=estadual=de=ensino=médio=otávio=rocha]
[em] [escola=estadual=de=ensino=médio=otávio=rocha] [em]
[escola=estadual=de=ensino=médio=otávio=rocha] [em] [rua=guilherme=alves]
[em] [rua=guilherme=alves] [professor]
[rua=guilherme=alves] [professor] [confirmar]
[professor] [confirmar] [aluno]
[confirmar] [aluno] [de]
[aluno] [de] [turno]
[de] [turno] [de]
[turno] [de] [noite]
[de] [noite] [abandonar]
[noite] [abandonar] [aula]
[abandonar] [aula] [mais]
[aula] [mais] [cedo]
[mais] [cedo] [em]
[cedo] [em] [noite]
[em] [noite] [em]
[noite] [em] [sábado]
[em] [sábado] [ser]
[sábado] [ser] [adiar]
[ser] [adiar] [por]
[adiar] [por] [tempo]
[por] [tempo] [indeterminar]
[tempo] [indeterminar] [festa]
[indeterminar] [festa] [de]
[festa] [de] [dia=das=mães]
[de] [dia=das=mães] [ocorrer]
[dia=das=mães] [ocorrer] [em]
[ocorrer] [em] [creche]
[em] [creche] [de]
[creche] [de] [vila]
[de] [vila] [ontem]
[vila] [ontem] [a]
[ontem] [a] [creche]
[a] [creche] [voltar]
[creche] [voltar] [a]
[voltar] [a] [liberar]
[a] [liberar] [criança]
[liberar] [criança] [mais]
[criança] [mais] [cedo]
[mais] [cedo] [evitar]
[cedo] [evitar] [sair]
[evitar] [sair] [a]
[sair] [a] [noite]
[a] [noite] [não]
[noite] [não] [ver]
[não] [ver] [clima]
[ver] [clima] [de]
[clima] [de] [tensão]
[de] [tensão] [em]
[tensão] [em] [vizinhança]
[em] [vizinhança] [há]
[vizinhança] [há] [tempo]
[há] [tempo] [morador]
[tempo] [morador] [já]
[morador] [já] [viver]
[já] [viver] [situação]
[viver] [situação] [parecido]
[situação] [parecido] [não]
[parecido] [não] [esperar]
[não] [esperar] [aviso]
[esperar] [aviso] [decidir]
[aviso] [decidir] [evitar]
[decidir] [evitar] [rua]
[evitar] [rua] [depois]
[rua] [depois] [de]
[depois] [de] [contar]
[de] [contar] [auxiliar]
[contar] [auxiliar] [administrativo]
[auxiliar] [administrativo] [viver]
[administrativo] [viver] [há]
[viver] [há] [ano]
[há] [ano] [em]
[ano] [em] [vila=maria=da=conceição]
[em] [vila=maria=da=conceição] [viatura]
[vila=maria=da=conceição] [viatura] [não]
[viatura] [não] [dar]
[não] [dar] [tranquilidade]
[dar] [tranquilidade] [nem=mesmo]
[tranquilidade] [nem=mesmo] [viatura]
[nem=mesmo] [viatura] [de]
[viatura] [de] [19º]
[de] [19º] [bpm]
[19º] [bpm] [estar]
[bpm] [estar] [permanente]
[estar] [permanente] [em]
[permanente] [em] [vila]
[em] [vila] [dar]
[vila] [dar] [tranquilidade]
[dar] [tranquilidade] [a]
[tranquilidade] [a] [voltar]
[a] [voltar] [a]
[voltar] [a] [conviver]
[a] [conviver] [com]
[conviver] [com] [medo]
[com] [medo] [morar]
[medo] [morar] [há]
[morar] [há] [quase]
[há] [quase] [ano]
[quase] [ano] [em]
[ano] [em] [coração]
[em] [coração] [de]
[coração] [de] [região]
[de] [região] [morador]
[região] [morador] [afirmar]
[morador] [afirmar] [temer]
[afirmar] [temer] [volta]
[temer] [volta] [de]
[volta] [de] [tiroteio]
[de] [tiroteio] [constante]
[tiroteio] [constante] [estar]
[constante] [estar] [tranqüilo]
[estar] [tranqüilo] [sem]
[tranqüilo] [sem] [problema]
[sem] [problema] [só]
[problema] [só] [esperar]
[só] [esperar] [morte]
[esperar] [morte] [não]
[morte] [não] [ser]
[não] [ser] [início]
[ser] [início] [de]
[início] [de] [novo]
[de] [novo] [inferno]
[novo] [inferno] [por=aqui]
[inferno] [por=aqui] [conseguir]
[por=aqui] [conseguir] [acabar]
[conseguir] [acabar] [com]
[acabar] [com] [desabafar]
[com] [desabafar] [em]
[desabafar] [em] [madrugada]
[em] [madrugada] [de]
[madrugada] [de] [domingo]
[de] [domingo] [por=volta=de]
[domingo] [por=volta=de] [min]
[por=volta=de] [min] [policial]
[min] [policial] [de]
[policial] [de] [grupo=de=ações=táticas=especiais]
[de] [grupo=de=ações=táticas=especiais] [gate]
[grupo=de=ações=táticas=especiais] [gate] [ser]
[gate] [ser] [acionar]
[ser] [acionar] [para]
[acionar] [para] [desarmar]
[para] [desarmar] [granada]
[desarmar] [granada] [abandonar]
[granada] [abandonar] [em]
[abandonar] [em] [de]
[em] [de] [rua]
[de] [rua] [de]
[rua] [de] [vila]
[de] [vila] [polícia]
[vila] [polícia] [ainda]
[polícia] [ainda] [não]
[ainda] [não] [saber]
[não] [saber] [ter]
[saber] [ter] [deixar]
[ter] [deixar] [explosivo]
[deixar] [explosivo] [bm]
[explosivo] [bm] [monitor]
[bm] [monitor] [vila]
[monitor] [vila] [de=acordo]
[vila] [de=acordo] [com]
[de=acordo] [com] [comandante]
[com] [comandante] [de]
[comandante] [de] [1ª]
[de] [1ª] [ciar]
[1ª] [ciar] [de]
[ciar] [de] [19º]
[de] [19º] [bpm]
[19º] [bpm] [major]
[bpm] [major] [marco=antônio=dos=santos=amaral]
[major] [marco=antônio=dos=santos=amaral] [monitoramento]
[marco=antônio=dos=santos=amaral] [monitoramento] [de]
[monitoramento] [de] [região]
[de] [região] [ser]
[região] [ser] [constante]
[ser] [constante] [pelo=menos]
[constante] [pelo=menos] [prisão]
[pelo=menos] [prisão] [por]
[prisão] [por] [tráfico]
[por] [tráfico] [ser]
[tráfico] [ser] [fazer]
[ser] [fazer] [mensal]
[fazer] [mensal] [em]
[mensal] [em] [maria=da=conceição]
[em] [maria=da=conceição] [somente]
[maria=da=conceição] [somente] [entre]
[somente] [entre] [noite]
[entre] [noite] [de]
[noite] [de] [quinta]
[de] [quinta] [tarde]
[quinta] [tarde] [de]
[tarde] [de] [sexta-feira]
[de] [sexta-feira] [passado]
[sexta-feira] [passado] [brigada=militar]
[passado] [brigada=militar] [prender]
[brigada=militar] [prender] [homem]
[prender] [homem] [por]
[homem] [por] [traficar]
[por] [traficar] [em]
[traficar] [em] [viela]
[em] [viela] [estreito]
[viela] [estreito] [de]
[estreito] [de] [comunidade]
[de] [comunidade] [em]
[comunidade] [em] [sábado]
[em] [sábado] [por=volta=de]
[sábado] [por=volta=de] [suspeito]
[por=volta=de] [suspeito] [tentar]
[suspeito] [tentar] [atirar]
[tentar] [atirar] [contra]
[atirar] [contra] [viatura]
[contra] [viatura] [ser]
[viatura] [ser] [balear]
[ser] [balear] [em]
[balear] [em] [barriga]
[em] [barriga] [ser]
[barriga] [ser] [socorrer]
[ser] [socorrer] [por]
[socorrer] [por] [pm]
[por] [pm] [encaminhar]
[pm] [encaminhar] [para]
[encaminhar] [para] [hps]
[para] [hps] [com]
[hps] [com] [ser]
[com] [ser] [apreender]
[ser] [apreender] [revólver]
[apreender] [revólver] [calibre]
[revólver] [calibre] [fumaça]
[calibre] [fumaça] [grande]
[fumaça] [grande] [fogo]
[grande] [fogo] [em]
[fogo] [em] [noite]
[em] [noite] [de]
[noite] [de] [ontem]
[de] [ontem] [pelo=menos]
[ontem] [pelo=menos] [pm]
[pelo=menos] [pm] [fazer]
[pm] [fazer] [abordagem]
[fazer] [abordagem] [barreira]
[abordagem] [barreira] [em]
[barreira] [em] [entornar]
[em] [entornar] [de]
[entornar] [de] [vila=maria=da=conceição]
[de] [vila=maria=da=conceição] [com]
[vila=maria=da=conceição] [com] [missão]
[com] [missão] [de]
[missão] [de] [garantir]
[de] [garantir] [segurança]
[garantir] [segurança] [onde]
[segurança] [onde] [incidência]
[onde] [incidência] [de]
[incidência] [de] [tráfico]
[de] [tráfico] [ser]
[tráfico] [ser] [considerável]
[ser] [considerável] [como]
[considerável] [como] [ser]
[como] [ser] [caso]
[ser] [caso] [de]
[caso] [de] [maria=da=conceição]
[de] [maria=da=conceição] [quando]
[maria=da=conceição] [quando] [morrer]
[quando] [morrer] [traficante]
[morrer] [traficante] [morador]
[traficante] [morador] [ficar]
[morador] [ficar] [temeroso]
[ficar] [temeroso] [de]
[temeroso] [de] [represália]
[de] [represália] [em]
[represália] [em] [momento]
[em] [momento] [fumaça]
[momento] [fumaça] [estar]
[fumaça] [estar] [grande]
[estar] [grande] [fogo]
[grande] [fogo] [ser]
[fogo] [ser] [preciso]
[ser] [preciso] [manter]
[preciso] [manter] [tranquilidade]
[manter] [tranquilidade] [estar]
[tranquilidade] [estar] [dentro=de]
[estar] [dentro=de] [vila]
[dentro=de] [vila] [hora]
[vila] [hora] [população]
[hora] [população] [não]
[população] [não] [estar]
[não] [estar] [desproteger]
[estar] [desproteger] [garantir]
[desproteger] [garantir] [comandante]
[garantir] [comandante] [confronto]
[comandante] [confronto] [em]
[confronto] [em] [noite]
[em] [noite] [de]
[noite] [de] [de]
[de] [de] [maio]
[de] [maio] [carlos=maurício=silva=rabelini]
[maio] [carlos=maurício=silva=rabelini] [boquinha]
[carlos=maurício=silva=rabelini] [boquinha] [ano]
[boquinha] [ano] [ser]
[ano] [ser] [matar]
[ser] [matar] [com]
[matar] [com] [mais=de]
[com] [mais=de] [tiro]
[mais=de] [tiro] [em]
[tiro] [em] [casa]
[em] [casa] [em]
[casa] [em] [rua=joão=do=rio]
[em] [rua=joão=do=rio] [boquinha]
[rua=joão=do=rio] [boquinha] [ser]
[boquinha] [ser] [enteado]
[ser] [enteado] [de]
[enteado] [de] [traficante]
[de] [traficante] [paulo=ricardo=santos=da=silva]
[traficante] [paulo=ricardo=santos=da=silva] [paulão=da=conceição]
[paulo=ricardo=santos=da=silva] [paulão=da=conceição] [mesmo]
[paulão=da=conceição] [mesmo] [prender]
[mesmo] [prender] [ser]
[prender] [ser] [apontar]
[ser] [apontar] [por]
[apontar] [por] [polícia]
[por] [polícia] [como]
[polícia] [como] [patrão]
[como] [patrão] [de]
[patrão] [de] [tráfico]
[de] [tráfico] [de]
[tráfico] [de] [vila]
[de] [vila] [de]
[vila] [de] [traficante]
[de] [traficante] [muito]
[traficante] [muito] [antigo]
[muito] [antigo] [ainda]
[antigo] [ainda] [em=atividade]
[ainda] [em=atividade] [em]
[em=atividade] [em] [capital]
[em] [capital] [em]
[capital] [em] [de]
[em] [de] [maio]
[de] [maio] [por=volta=de]
[maio] [por=volta=de] [min]
[por=volta=de] [min] [bruno=bicca]
[min] [bruno=bicca] [ano]
[bruno=bicca] [ano] [ser]
[ano] [ser] [executar]
[ser] [executar] [com]
[executar] [com] [tiro]
[com] [tiro] [em]
[tiro] [em] [cabeça]
[em] [cabeça] [na=frente=de]
[cabeça] [na=frente=de] [casa]
[na=frente=de] [casa] [em]
[casa] [em] [rua=paulino=azurenha]
[em] [rua=paulino=azurenha] [também]
[rua=paulino=azurenha] [também] [fazer]
[também] [fazer] [parte]
[fazer] [parte] [de]
[parte] [de] [grupo]
[de] [grupo] [de]
[grupo] [de] [paulão]
[de] [paulão] [polícia]
[paulão] [polícia] [suspeitar]
[polícia] [suspeitar] [haver]
[suspeitar] [haver] [acordo]
[haver] [acordo] [entre]
[acordo] [entre] [traficante]
[entre] [traficante] [de]
[traficante] [de] [conceição]
[de] [conceição] [grupo]
[conceição] [grupo] [de]
[grupo] [de] [restinga]
[de] [restinga] [para]
[restinga] [para] [barrar]
[para] [barrar] [avanço]
[barrar] [avanço] [de]
[avanço] [de] [facção]
[de] [facção] [de]
[facção] [de] [bala]
[de] [bala] [em]
[bala] [em] [cara]
[em] [cara] [em]
[cara] [em] [vila]
[em] [vila] [a1ª]
[vila] [a1ª] [dhpp]
[a1ª] [dhpp] [investigar]
[dhpp] [investigar] [morte]
[investigar] [morte] [ocorrer]
[morte] [ocorrer] [em]
[ocorrer] [em] [vila=maria=da=conceição]

[texto5] [tragédia] [em]
[tragédia] [em] [capital=três]
[em] [capital=três] [irmão]
[capital=três] [irmão] [morrer]
[irmão] [morrer] [em]
[morrer] [em] [incêndio]
[em] [incêndio] [em]
[incêndio] [em] [bairro=belém=novo]
[em] [bairro=belém=novo] [em]
[bairro=belém=novo] [em] [zona=sul=duas]
[em] [zona=sul=duas] [criança]
[zona=sul=duas] [criança] [de]
[criança] [de] [ano]
[de] [ano] [jovem]
[ano] [jovem] [de]
[jovem] [de] [ano]
[de] [ano] [ser]
[ano] [ser] [encontrar]
[ser] [encontrar] [sem]
[encontrar] [sem] [vida]
[sem] [vida] [em=casa]
[vida] [em=casa] [em]
[em=casa] [em] [vila=júlia=aline=custódio]
[em] [vila=júlia=aline=custódio] [aline.custodio@diariogaucho.com.br]
[vila=júlia=aline=custódio] [aline.custodio@diariogaucho.com.br] [irmão]
[aline.custodio@diariogaucho.com.br] [irmão] [morrer]
[irmão] [morrer] [em]
[morrer] [em] [incêndio]
[em] [incêndio] [atingir]
[incêndio] [atingir] [casa]
[atingir] [casa] [em]
[casa] [em] [vila=júlia]
[em] [vila=júlia] [em]
[vila=júlia] [em] [bairro=belém=novo]
[em] [bairro=belém=novo] [em]
[bairro=belém=novo] [em] [zona=sul=da=capital]
[em] [zona=sul=da=capital] [em]
[zona=sul=da=capital] [em] [tarde]
[em] [tarde] [de]
[tarde] [de] [quinta-feira]
[de] [quinta-feira] [de=acordo]
[quinta-feira] [de=acordo] [com]
[de=acordo] [com] [polícia=civil]
[com] [polícia=civil] [clai=jesus=silva=de=oliveira]
[polícia=civil] [clai=jesus=silva=de=oliveira] [ano]
[clai=jesus=silva=de=oliveira] [ano] [ser]
[ano] [ser] [encontrar]
[ser] [encontrar] [em]
[encontrar] [em] [parte]
[em] [parte] [de]
[parte] [de] [fundo]
[de] [fundo] [de]
[fundo] [de] [casa]
[de] [casa] [entre]
[casa] [entre] [cozinha]
[entre] [cozinha] [área]
[cozinha] [área] [de]
[área] [de] [serviço]
[de] [serviço] [corpo]
[serviço] [corpo] [de]
[corpo] [de] [criança]
[de] [criança] [renan]
[criança] [renan] [de]
[renan] [de] [ano]
[de] [ano] [rafaela]
[ano] [rafaela] [de]
[rafaela] [de] [ano]
[de] [ano] [estar]
[ano] [estar] [em]
[estar] [em] [parte]
[em] [parte] [de]
[parte] [de] [frente]
[de] [frente] [de]
[frente] [de] [residência]
[de] [residência] [completo]
[residência] [completo] [carbonizado]
[completo] [carbonizado] [segundo]
[carbonizado] [segundo] [capitão]
[segundo] [capitão] [marcelo=nogueira=da=silva]
[capitão] [marcelo=nogueira=da=silva] [comandante]
[marcelo=nogueira=da=silva] [comandante] [de]
[comandante] [de] [2ª]
[de] [2ª] [ciar]
[2ª] [ciar] [de]
[ciar] [de] [21º]
[de] [21º] [bpm]
[21º] [bpm] [casa]
[bpm] [casa] [localizar]
[casa] [localizar] [em]
[localizar] [em] [beco=três]
[em] [beco=três] [com]
[beco=três] [com] [acesso]
[com] [acesso] [por]
[acesso] [por] [avenida=do=lami]
[por] [avenida=do=lami] [possuir]
[avenida=do=lami] [possuir] [peça]
[possuir] [peça] [de]
[peça] [de] [alvenaria]
[de] [alvenaria] [de]
[alvenaria] [de] [madeira]
[de] [madeira] [fogo]
[madeira] [fogo] [ter]
[fogo] [ter] [iniciar]
[ter] [iniciar] [por=volta=de]
[iniciar] [por=volta=de] [min]
[por=volta=de] [min] [perícia]
[min] [perícia] [estar]
[perícia] [estar] [em]
[estar] [em] [local]
[em] [local] [para]
[local] [para] [investigar]
[para] [investigar] [causa]
[investigar] [causa] [de]
[causa] [de] [incêndio]

[texto6] [prisão=três] [homem]
[prisão=três] [homem] [ser]
[homem] [ser] [prender]
[ser] [prender] [após]
[prender] [após] [assalto]
[após] [assalto] [em]
[assalto] [em] [canoas=foram]
[em] [canoas=foram] [encontrar]
[canoas=foram] [encontrar] [arma]
[encontrar] [arma] [cofre]
[arma] [cofre] [roubar]
[cofre] [roubar] [de]
[roubar] [de] [empresa]
[de] [empresa] [homem]
[empresa] [homem] [ser]
[homem] [ser] [prender]
[ser] [prender] [em]
[prender] [em] [manhã]
[em] [manhã] [com]
[manhã] [com] [arma]
[com] [arma] [entre]
[arma] [entre] [revólver]
[entre] [revólver] [pistola]
[revólver] [pistola] [além=de]
[pistola] [além=de] [cofre]
[além=de] [cofre] [ainda]
[cofre] [ainda] [fechar]
[ainda] [fechar] [haver]
[fechar] [haver] [ser]
[haver] [ser] [roubar]
[ser] [roubar] [de]
[roubar] [de] [empresa=de=vigilância]
[de] [empresa=de=vigilância] [em]
[empresa=de=vigilância] [em] [rua=berto=círio]
[em] [rua=berto=círio] [bairro=são=luiz]
[rua=berto=círio] [bairro=são=luiz] [em]
[bairro=são=luiz] [em] [canoas]
[em] [canoas] [dar]
[canoas] [dar] [alerta]
[dar] [alerta] [polícia=rodoviária=federal]
[alerta] [polícia=rodoviária=federal] [prf]
[polícia=rodoviária=federal] [prf] [brigada=militar]
[prf] [brigada=militar] [perseguir]
[brigada=militar] [perseguir] [trio]
[perseguir] [trio] [em]
[trio] [em] [br-386]
[em] [br-386] [onde]
[br-386] [onde] [criminoso]
[onde] [criminoso] [perder]
[criminoso] [perder] [controle]
[perder] [controle] [de]
[controle] [de] [marea]
[de] [marea] [usar]
[marea] [usar] [em]
[usar] [em] [roubo]
[em] [roubo] [tentar]
[roubo] [tentar] [refugiar]
[tentar] [refugiar] [em]
[refugiar] [em] [matagal]
[em] [matagal] [polícia]
[matagal] [polícia] [ainda]
